key,category,chapter,severity,issues,question_text,correct_answer,solution_steps
qa-0986,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,"Peter gave one-fourth of the amount he had to Michael. Michael in turn gave half of what he received from Peter to Sam. If the difference between the remaining amount with Peter and the amount received by Sam is ₹ 500, how much money did Michael receive from Peter?",B,"Suppose initially Peter had ₹ x. Then, Amount received by Michael = .4 x₹ Amount remain - ing with Peter = 3 .44 xxx −= ₹₹ Amount received by Sam = 1 .24 8 xx ×= ₹₹ \ 3 500 5 4000 800.48 xx xx−= | = | = Hence, amount received by Michael = ( x/4) = ₹ 200."
qa-0987,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,"Four children A, B, C and D divide a bag of sweets. A takes 1 3 of them, B 2 th5 of the remainder and the rest is equally shared between C and D. What fraction of the sweets did C or D get?",B,1 12A’s share . Remainder 1 .3 33 = =− = 224 24 62B’s share of . Rest .5 3 15 3 15 15 5 = = =− == 1 21C’s share D’s share of . 2 55= ==
qa-0988,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; concatenated_formula_numbers; raw_backslash_separator,"Rita travelled 1200 km by air, which formed 2 th5 of her journey. One-third of the whole journey she travelled by car and the remaining journey by train. Find the distance travelled by the train. (R.R.B., 2006)",B,"Let the total length of the journey be x km. 1200 52Then, 1200 3000.52xx ×= | = = Distance travelled by car = 1 3000 km 1000 km.3 ×= \ Distance travelled by train = [3000 – (1200 + 1000)] km = 800 km."
qa-0989,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,"A man spends one-quarter of his income on food, one-fifth of it on rent and remaining, which is ₹ 231, on other commodities. Find his total income.",C,"Let the total income be ₹ x. Then, remaining money = 9 11–. 4 5 20 20 xx x xxx += −= ₹ ₹₹ So, 231 2011 231 420.20 11 x x ×= | = ="
qa-0990,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,"A boy read 3 th8 of a book on one day and 4 th5 of the remainder on another day. If there were 30 pages unread, how many pages did the book contain? (I.M.T. 2002; XAT, 2006)",A,"3 35Part read on first day . Remaining part 1 .8 88 = =− = 4 51Part read on second day of .5 82== 31 1Unread part 1 .82 8 =− + = Let the number of pages be x. 1Then, 30 or 30 8 240.8 xx= = ×="
qa-0991,Arithmetical Ability,Simplification,review,raw_backslash_separator,An institute organised a fete and 1 5 of the girls and 1 8 of the boys participated in the same. What fraction of the total number of students took part in the fete?,A,"Out of 5 girls, 1 took part in fete. Out of 8 boys, 1 took part in fete. \ Out of 13 students, 2 took part in fete. 2Hence, of the total number took part in fete.13"
qa-0993,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,"In a class, 3 5 of the students are girls and rest are boys. If 2 9 of the girls and 1 4 of the boys are absent, what part of the total number of students is present?",C,3 32Girls ; Boys 1 .5 55 = =− = 23 12Fraction of students absent of of9 54 5=+ = 6 1 21 7 .45 10 90 30+== \ 7 23Fraction of students present 1 . 30 30 =− =
qa-0994,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,"One-third of the boys and one-half of the girls of a college participated in a social work project. If the number of participating students is 300 out of which 100 are boys, what is the total number of students in the college?",C,"Number of boys who participate = 100. \ 1 of boys 100 or total number of boys 300.3 == Number of girls who participate = 200. \ 1 of girls 200 or total number of girls 400.2 == Hence, total number of students = (300 + 400) = 700."
qa-0995,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,"To win an election, a candidate needs 3 4 of the votes cast. If after 2 3 of the votes have been counted, a candidate has 5 6 of what he needs, then what part of the remaining votes does he still need? (M.A.T., 2008)",B,"Let the number of votes cast be x. Then, number of votes required = 3 .4 x Counted votes = 2 .3 x Uncounted votes = 2 .33 xxx −= Votes won by the candidate 53 5of .648 xx== Remaining votes required = 35 –.48 8 xxx = \ Required fraction = ( /8) 3 3 .( / 3) 8 8 xx xx =×="
qa-0996,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,"A fires 5 shots to B’s 3 but A kills only once in 3 shots while B kills once in 2 shots. When B has missed 27 times, A has killed",A,"Let the total number of shots be x. Then, 53Shots fired by A ; Shots fired by B .88xx== 15 5Killing shots by A of ;3 8 24 xx== 13 3Shots missed by B of .2 8 16 xx== \ 27 163 27 or 144.16 3 x x ×== = 55Birds killed by A 144 30.24 24 x == × ="
qa-0997,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,"If every 2 out of 3 readymade shirts need alterations in the collar, every 3 out of 4 need alterations in the sleeves, and every 4 out of 5 need it in the body, how many alterations will be required for 60 shirts?",C,234Number of alterations required in 1 shirt 345 = ++ = 133 .60 \ 133Number of alterations required in 60 shirts 60 60 =× = 133.
qa-0998,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,"The sum of three fractions is 112.24 When the largest fraction is divided by the smallest, the fraction thus obtained is 7 6 which is 1 3 more than the middle one. The fractions are",B,"Let the largest fraction be x and the smallest be y. Then, 76or .67 x yxy == Let the middle one be z. , or .6 59 59 13Then 7 24 24 7 x xz z x+ += = − \ 59 13 1 7 13 59 1 7 39 24 7 3 6 7 24 3 6 24 xx− += | = +−= | 39 7 7 .24 13 8x =×= 7 6 7 3 59 13 7 20 5So, , and .8 7 8 4 24 7 8 24 6xy z= =×= = − ×= = 75 3Hence, the fractions are , and .86 4"
qa-0999,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,A millionaire bought a lot of hats 1 4 of which were brown. The millionaire sold 2 3 of the hats including 4 5 of the brown hats. What fraction of the unsold hats were brown?,C,"Let the number of hats purchased be x. Then, number of brown hats = .4 x Number of hats sold = 2 .3 x Number of hats left unsold = 2 .33 xxx −= Number of brown hats sold = 4 of .5 45 xx= Number of brown hats left unsold = –.4 5 20 xx x = \ Required fraction = 3320 .20 20 3 x x x x = ×="
qa-1001,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,"Mr. X spends 1 4 of his income on food and 1 3 less than what he spent on food, on the education of his children. What fraction of his income did he spend on food and education?",C,"Let Mr. X's total income be ₹ x. Then, expenditure on food = .4 x₹ Expenditure on education = 11 34 x − ₹ 2 .34 6 xx= ×= ₹₹ \ Required fraction = 5 1546 .12 12 xx x xx + = ×="
qa-1002,Arithmetical Ability,Simplification,review,dense_number_sequence,"A body of 7300 troops is formed of 4 battalions so that 1 2 of the first, 2 3 of the second, 3 4 of the third and 4 5 of the fourth are all composed of the same number of men. How many men are there in the second battalion? (M.A.T., 2008)",C,"Let the number of men in the 1st, 2nd, 3rd and 4th battalions be x, y, z and t respectively. Then, 1234 4 8 5 , ,.2345 3 9 6xyzt xy zy ty= = = | = = = Now, x + y + z + t = 7300 | 4 85 73003 96y yyy+ ++= | 24 18 16 15 730018 yyyy+++ = | 73 y = 7300 × 18 | y = 1800."
qa-1004,Arithmetical Ability,Simplification,review,raw_backslash_separator,"The highest score in an inning was 3 11 of the total and the next highest was 3 11 of the remainder. If the scores differed by 9, the total score was",B,"Let the total score be x. Then, highest score = 3 .11 x Remainder = 38 .11 11 xxx −= Next highest score = 3 8 24of .11 11 121 xx= \ 3 24 911 121 xx−= | 33 x – 24 x = 9 × 121 | 9 x = 9 × 121 | x = 121."
qa-1005,Arithmetical Ability,Simplification,review,raw_backslash_separator,"Mechanics are paid twice the hourly wages of sales people. Custodial workers are paid one-third the hourly wages of mechanics. What fraction of the hourly wages of custodial workers are sales people paid? (M.B.A., 2006)",D,"Let the hourly wage of each sales person be ₹ x. Then, hourly wage of each mechanic = ₹ (2x). Hourly wage of each custodial worker = 2 .3 x₹ \ Required fraction = 3 .2 2 3 x x ="
qa-1006,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; concatenated_formula_numbers; raw_backslash_separator,"Ganeshi's monthly income is twice Jassi's monthly income. Two-third of Jassi's monthly income is equal to Sukhvinder's monthly income. If Sukhvinder's annual income is ₹ 2.34 lakhs, what is Ganeshi's monthly income?",D,Sukhvinder's monthly income = 234000 19500.12 = ₹₹ Jassi's monthly income = 3 19500 29250.2 ×= ₹₹ \ Ganeshi's monthly income = ₹ (2 × 29250) = ₹ 58500.
qa-1007,Arithmetical Ability,Simplification,review,raw_backslash_separator,The cost of 36 kg of rice last year was ₹ 1044 and the cost of 24 kg of rice this year is ₹ 768. What is the difference between the cost per kg of rice last year and the cost per kg of rice this year?,A,Cost per kg of rice last year = 1044 29.36 = ₹₹ Cost per kg of rice this year = 768 32.24 = ₹₹ \ Required difference = ₹ (32 – 29) = ₹ 3.
qa-1008,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,The cost of 12 belts and 30 wallets is ₹ 8940. What is the cost of 4 belts and 10 wallets?,D,12 B + 30 W = 8940 | 11(12 30 ) 894033 BW+ =× | 4 B + 10 W = 2980.
qa-1010,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,The cost of 21 tables and 35 chairs is ₹ 41825. What is the cost of 9 tables and 15 chairs?,B,21 T + 35 C = 41825 | 33(21 35 ) 4182577 TC+ =× | 9 T + 15 C = 17925.
qa-1011,Arithmetical Ability,Simplification,review,raw_backslash_separator,"The cost of 13 kg of sugar is ₹ 195, the cost of 17 kg of rice is ₹ 544 and the cost of 21 kg of wheat is ₹ 336. What is the total cost of 21 kg of sugar, 26 kg of rice and 19 kg of wheat? (M.A.T., 2009)",B,Cost of 1 kg of sugar = 195 15.13 = ₹₹ Cost of 1 kg of rice = 544 32.17 = ₹₹ Cost of 1 kg of wheat = 336 16.21 = ₹₹ \ Required cost = ₹ (15 × 21 + 32 × 26 + 16 × 19) = ₹ (315 + 832 + 304) = ₹ 1451.
qa-1013,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; raw_backslash_separator,There are 200 questions on a 3 hour examination. Among these questions are 50 Mathematics problems. It is suggested that twice as much time be spent on each Maths problem as for each other question. How many minutes should be spent on Mathematics problems?,C,"Let the time spent on each Maths problem be (2x) minutes and that spent on each other question be x minutes. Then, 50 × 2 x + 150 x = 3 × 60 | 250 x = 180 | 180 18 .250 25x == \ Total time spent on Mathematics problems = 1850 2 min 72 min.25 ×× ="
qa-1015,Arithmetical Ability,Simplification,review,raw_backslash_separator,72 hours 6 minutes ÷ 14 =?,B,72 hr 6 min = (72 × 60 + 6) min = 4326 min. \ 72 hr 6 min ÷ 14 = 4326 min ÷ 14 = 309 min = 5 hr 9 min.
qa-1016,Arithmetical Ability,Simplification,review,raw_backslash_separator,"A class starts at 10 a.m. and lasts till 1.27 p.m. Four periods are held during this interval. After every period, 5 minutes are given free to the students. The exact duration of each period is",B,Time between 10 a.m. and 13.27 hours = 3 hrs. 27 min. = 207 min. Total duration of free time = (5 × 3) min = 15 min. Remaining time = (207 – 15) min. = 192 min. \ Duration of each of the 4 periods = 192 min. 48 min.4 =
qa-1017,Arithmetical Ability,Simplification,review,raw_backslash_separator,A light was seen at intervals of 13 seconds. It was seen for the first time at 1 hr. 54 min. 50 secs. a.m. and the last time at 3 hrs. 17 min. 49 secs. a.m. How many times was the light seen?,D,Hrs. Min. Sec. 3 17 49 (–) 1 54 50 1 22 59 Total time = (1 × 60 + 22) min. + 59 sec. = (82 × 60 + 59) sec. = 4979 sec. \ Number of times the light is seen = 4979 1 384.13 +=
qa-1022,Arithmetical Ability,Simplification,review,raw_backslash_separator,"If x ⊕ y = x2 + 2 y, what is the value of p if 4 ⊕ (3 ⊕ p) = 50?",A,4 ⊕ (3 ⊕ p) = 4 ⊕ (32 + 2 p) = 4 ⊕ (9 + 2 p) = 4 2 + 2 (9 + 2 p) = 34 + 4 p. \ 34 + 4 p = 50 | 4 p = 50 – 34 = 16 | p = 4.
qa-1023,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; dense_number_sequence,"If a * b * c means +ab c for all numbers except 0, then",D,() .** ** ** ab aab aba ccabc ab ab c b bc + ++ ++= == 309 14 4326 42 126 126 ×
qa-1028,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,"If ⊕ is an operation such that 2 2 , when , when , , when a ab ab ab ab a ab > += + < = then (5 7) (4 4) 3(5 5) (15 11) 3 ⊕+⊕ ⊕− ⊕ − is equal to",B,2 2 (5 7) (4 4) (5 7) 4 3(5 5) (15 11) 3 3 5 2 15 3 ⊕+⊕ ++ = ⊕− ⊕ − × −× − = 12 16 28 2 .75 30 3 42 3 + == −−
qa-1033,Arithmetical Ability,Simplification,review,raw_backslash_separator,"A stairway 10 ft. high is such that each step accounts for half a foot upward and one foot forward. What distance will an ant travel if it starts from ground level to reach the top of the stairway? (R.R.B., 2009)",D,"Number of steps = 110 20.2 ÷= To reach the top, the ant covers the height of 20 steps and the width of 19 steps because the moment it ascends the height of 20th step, it reaches the top. \ Distance travelled by the ant = 1 20 (1 19) ft2 × +× = (10 + 19) ft = 29 ft."
qa-1034,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; concatenated_formula_numbers,"The sum of all proper fractions whose denominators are less than or equal to 100, is",C,Required sum = 1 12 123 1234 ...2 33 444 5555 + + + ++ + +++ + 1 2 3 99 ...100 100 100 100 + + + ++ = 1234 9 9 .....2222 2++++ + = 1 (1 2 3 ..... 99)2 × +++ + = 99 1001 2475.22 ××=
qa-1036,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; dense_number_sequence,17 17 2 2 17 4 – is equal to15 15 15 15 15 15×+× ×,B,Given exp. = 22 217 2 17 2 17 2 – 2 – 1.15 15 15 15 15 15 + ××= =
qa-1037,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,3111 3 32 13 5 5 5 13 13 ?4444 4 4× ×+×+ × =,C,Given exp. = 223 1 3113 5 2 13 54 4 44 + +× × = 2 22 23 1 55 21 7613 5 (19) 361.4 4 44 4 + =+ = = =
qa-1038,Arithmetical Ability,Simplification,critical,concatenated_formula_numbers,The simplification of 75983 75983 – 45983 45983 30000 ×× yields the result,D,Given exp. = 22(75983) – (45983) 75983 – 45983 = (75983 – 45983) (75983 45983) (75983 – 45983) + = 75983 + 45983 = 121966.
qa-1039,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,"4 43313 13 8 87 777Simplify: 4313 877 × +× + (R.R.B., 2006)",C,"Given exp. = 22– 43, where 13 , 8 77 ab abab ==− = 4 3 95 59 15413 8 22.7 77 7 7ab+ = + =+= ="
qa-1041,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; dense_number_sequence,"What is 77 5575 88 6683 77 55 –8866 ×+×+× ×× equal to? (S.S.C., 2007)",C,Given exp. = 22 22 75 75 86 86 75 7575 86 8686 ++ = +− − = 75 4186 24 41.75 24 86 + = ×= −
qa-1043,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,22(856 167) (856 167) ?856 856 167 167 + +− =×+×,B,"22 22 ( )( )Given exp. (where 856, 167)ab ab ab ab + +−= == + = 22 22 2( ) 2. () ab ab + = +"
qa-1044,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,"22(469 174) (469 174) ?469 174 + −− =× (M.B.A., 2002)",B,"22( )( ) 4Given exp. ab ab ab ab ab + −−== = 4 (where 469, 174).ab=="
qa-1047,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,22 22 21 2132 3232 32 ?3131 4343 4343 − − ÷= −−,B,"2131I f 3, 2, 4, 3, t h e n3243abcd=== = 22 22 22 22 () ( ) () ( )Given exp. () ()() () ab a b ab c d cd abcd cd − − −−= ÷= × −−−− = 2 1 11 532() 3 2 32 3 1 19 10() 434 343 ab cd +++ ==+ ++ = 37 12 74 .6 97 97×="
qa-1048,Arithmetical Ability,Simplification,critical,repeated_operator_fragment; concatenated_formula_numbers,The simplified value of + + −− − ++ ++ + +− ++ 11 1111 11 11 1111 11100 100 100 100 is 1111 1111 100 100,B,22 Given exp. ab abab −= =− + = 1111 1111 100 100 + −− ++ 1 100 2002 2.(101/100) 101 101=× =× =
qa-1049,Arithmetical Ability,Simplification,critical,concatenated_formula_numbers,769435 770001 – 566The value of is769435 770001 769434 × +×,C,Given exp. = 769435 770001 – (770001 – 769435) 769435 770001 (769435 – 1) × +× = 769435 770001 – 770001 769435 1.769435 770001 769435 – 770001 ×+ =+×
qa-1051,Arithmetical Ability,Simplification,review,raw_backslash_separator,"If x – y = 1 and x2 + y2 = 41, then the value of x + y will be",C,x – y = 1 | ( x – y)2 = 1 | x2 + y2 – 2 xy = 1 | 41 – 2 xy = 1 | 2 xy = 40. \ ( x + y)2 = x2 + y2 + 2 xy = 41 + 40 = 81 | (x + y) = ± 9.
qa-1057,Arithmetical Ability,Simplification,critical,repeated_operator_fragment,147 147 147 143 143 143 ?147 147 147 143 143 143 ×+×+× = ×× −××,A,"22 33 1Given exp. a ab b abab ++== −− 11(where 147, 143) .147 143 4ab = == = −"
